T,P,DD,Td,result 
32.2,754.9,Wind blowing from the north,24.7,2 m/s (Light breeze)
33.0,755.7,Wind blowing from the west-northwest,25.5,3 m/s (Gentle breeze)
31.8,757.6,Wind blowing from the north-east,25.1,2 m/s (Light breeze)
25.6,757.1,Wind blowing from the south-southeast,24.5,1 m/s (Light air)
25.0,755.5,Wind blowing from the south-southeast,23.8,1 m/s (Light air)
25.3,756.7,Wind blowing from the south-southeast,24.1,1 m/s (Light air)
25.8,757.6,Wind blowing from the north,23.7,1 m/s (Light air)
29.2,756.7,Wind blowing from the south-east,24.7,2 m/s (Light breeze)
32.4,754.3,Wind blowing from the north,26.2,2 m/s (Light breeze)
32.9,755.3,Wind blowing from the north-northwest,25.6,3 m/s (Gentle breeze)
30.8,756.7,Wind blowing from the north,25.7,2 m/s (Light breeze)
26.5,756.7,Wind blowing from the south,25.4,1 m/s (Light air)
26.6,756.0,Wind blowing from the south-east,25.0,1 m/s (Light air)
26.0,755.8,Wind blowing from the east,24.4,1 m/s (Light air)
28.4,756.6,Wind blowing from the south-southeast,25.4,2 m/s (Light breeze)
29.4,755.2,Wind blowing from the north-west,25.7,2 m/s (Light breeze)
30.2,754.2,Wind blowing from the east,26.1,2 m/s (Light breeze)
31.5,754.9,Wind blowing from the south-east,25.1,3 m/s (Gentle breeze)
32.9,756.7,Wind blowing from the south-east,25.4,3 m/s (Gentle breeze)
27.6,756.3,Wind blowing from the east,25.3,1 m/s (Light air)
26.8,754.9,Wind blowing from the south,24.6,1 m/s (Light air)
27.6,755.4,Wind blowing from the south-east,24.9,2 m/s (Light breeze)
28.0,756.5,Wind blowing from the north,25.0,2 m/s (Light breeze)
28.0,755.2,Wind blowing from the south-east,24.9,2 m/s (Light breeze)
28.4,754.3,Wind blowing from the east-northeast,24.6,2 m/s (Light breeze)
31.1,754.6,Wind blowing from the north,24.9,2 m/s (Light breeze)
31.2,756.5,Wind blowing from the east-northeast,25.6,2 m/s (Light breeze)
27.7,756.0,Wind blowing from the west-southwest,25.0,2 m/s (Light breeze)
26.9,755.3,Wind blowing from the south-southeast,24.7,1 m/s (Light air)
27.6,755.3,Wind blowing from the south-west,24.9,2 m/s (Light breeze)
29.1,756.1,Wind blowing from the west-northwest,24.5,3 m/s (Gentle breeze)
30.9,755.5,Wind blowing from the south,25.7,3 m/s (Gentle breeze)
33.8,753.6,Wind blowing from the south,23.2,3 m/s (Gentle breeze)
34.4,754.6,Wind blowing from the east-northeast,23.9,3 m/s (Gentle breeze)
32.0,756.4,Wind blowing from the north-east,25.5,2 m/s (Light breeze)
27.9,756.4,Wind blowing from the west-northwest,25.8,2 m/s (Light breeze)
27.2,755.4,Wind blowing from the south-southwest,25.0,2 m/s (Light breeze)
27.6,756.0,Wind blowing from the south-southeast,25.5,2 m/s (Light breeze)
28.8,756.9,Wind blowing from the east-southeast,25.3,2 m/s (Light breeze)
30.0,756.6,Wind blowing from the south-east,24.9,2 m/s (Light breeze)
31.2,754.6,Wind blowing from the north-northeast,25.0,3 m/s (Gentle breeze)
31.0,755.2,Wind blowing from the north-west,24.7,3 m/s (Gentle breeze)
32.4,756.6,Wind blowing from the east-southeast,25.9,2 m/s (Light breeze)
27.8,756.8,Wind blowing from the east-southeast,25.2,2 m/s (Light breeze)
27.0,755.8,Wind blowing from the south,25.1,1 m/s (Light air)
27.4,756.6,Wind blowing from the west-northwest,25.2,2 m/s (Light breeze)
28.0,757.3,Wind blowing from the west-northwest,25.3,2 m/s (Light breeze)
28.8,756.5,Wind blowing from the south-southeast,26.4,2 m/s (Light breeze)
30.8,754.7,Wind blowing from the north-northeast,25.5,2 m/s (Light breeze)
33.6,755.1,Wind blowing from the east,25.6,2 m/s (Light breeze)
32.4,757.1,Wind blowing from the north,26.0,2 m/s (Light breeze)
27.2,757.1,Wind blowing from the south-southeast,25.0,2 m/s (Light breeze)
27.2,756.3,Wind blowing from the south-southwest,25.0,2 m/s (Light breeze)
28.0,756.6,Wind blowing from the south,26.1,2 m/s (Light breeze)
28.2,757.6,"Calm, no wind",25.8,0 m/s (Calm)
28.8,757.2,Wind blowing from the south-southeast,25.3,2 m/s (Light breeze)
28.6,755.6,Wind blowing from the south-east,24.3,2 m/s (Light breeze)
34.6,756.0,Wind blowing from the south,26.2,3 m/s (Gentle breeze)
31.0,758.1,Wind blowing from the east-southeast,25.1,2 m/s (Light breeze)
26.8,758.0,Wind blowing from the south,24.3,1 m/s (Light air)
26.1,756.8,Wind blowing from the south-southeast,24.3,1 m/s (Light air)
26.2,757.2,Wind blowing from the south,23.7,1 m/s (Light air)
26.6,758.4,Wind blowing from the west-southwest,24.1,2 m/s (Light breeze)
27.0,757.2,Wind blowing from the east-northeast,23.7,1 m/s (Light air)
28.3,755.8,Wind blowing from the north-east,24.1,2 m/s (Light breeze)
32.8,755.8,Wind blowing from the east-southeast,25.3,2 m/s (Light breeze)
31.4,757.9,Wind blowing from the south-east,25.0,3 m/s (Gentle breeze)
27.0,757.7,Wind blowing from the south,24.8,1 m/s (Light air)
26.8,756.4,Wind blowing from the south,24.6,1 m/s (Light air)
27.2,756.8,Wind blowing from the south-southwest,24.5,2 m/s (Light breeze)
27.7,758.0,Wind blowing from the south-southeast,24.7,2 m/s (Light breeze)
28.6,756.9,Wind blowing from the east-southeast,24.5,2 m/s (Light breeze)
30.4,755.3,Wind blowing from the north-northeast,24.7,2 m/s (Light breeze)
30.2,756.3,Wind blowing from the east-southeast,24.8,2 m/s (Light breeze)
29.0,757.5,Wind blowing from the south-east,24.2,2 m/s (Light breeze)
25.8,756.7,Wind blowing from the south-southeast,24.7,1 m/s (Light air)
25.5,756.9,Wind blowing from the south,24.4,1 m/s (Light air)
26.0,757.6,Wind blowing from the north-west,24.6,1 m/s (Light air)
25.9,758.9,Wind blowing from the north-west,24.7,1 m/s (Light air)
25.8,757.9,Wind blowing from the west,24.4,2 m/s (Light breeze)
28.4,756.1,Wind blowing from the south-east,23.9,2 m/s (Light breeze)
31.9,756.0,Wind blowing from the north-northeast,24.3,3 m/s (Gentle breeze)
31.5,757.4,Wind blowing from the east-southeast,26.1,2 m/s (Light breeze)
27.4,756.8,Wind blowing from the south-southwest,24.5,2 m/s (Light breeze)
27.6,756.1,Wind blowing from the south-southwest,25.2,2 m/s (Light breeze)
28.4,756.5,Wind blowing from the east-southeast,25.4,2 m/s (Light breeze)
28.6,757.5,Wind blowing from the south-east,25.1,2 m/s (Light breeze)
28.6,756.4,Wind blowing from the east-southeast,25.1,2 m/s (Light breeze)
30.8,755.5,Wind blowing from the south-east,25.5,3 m/s (Gentle breeze)
30.9,755.8,Wind blowing from the north-northwest,25.3,3 m/s (Gentle breeze)
31.0,757.1,Wind blowing from the south-east,25.8,3 m/s (Gentle breeze)
28.1,756.7,Wind blowing from the south,25.4,2 m/s (Light breeze)
28.0,755.9,Wind blowing from the south-east,25.6,2 m/s (Light breeze)
28.6,756.3,Wind blowing from the east-northeast,25.7,2 m/s (Light breeze)
29.4,756.8,Wind blowing from the east,25.9,2 m/s (Light breeze)
29.6,755.8,Wind blowing from the east,26.0,2 m/s (Light breeze)
31.3,754.4,Wind blowing from the north-east,25.1,2 m/s (Light breeze)
34.4,755.2,Wind blowing from the east-northeast,24.2,3 m/s (Gentle breeze)
31.6,757.2,Wind blowing from the east-northeast,25.0,2 m/s (Light breeze)
27.3,756.4,Wind blowing from the south-east,23.6,2 m/s (Light breeze)
26.7,755.6,Wind blowing from the east,24.2,1 m/s (Light air)
28.0,756.0,Wind blowing from the south,24.6,2 m/s (Light breeze)
28.9,756.9,Wind blowing from the south,24.6,2 m/s (Light breeze)
29.9,755.8,Wind blowing from the east-southeast,25.3,2 m/s (Light breeze)
31.7,755.0,Wind blowing from the south-east,25.4,3 m/s (Gentle breeze)
35.0,755.2,Wind blowing from the west-northwest,25.3,3 m/s (Gentle breeze)
32.9,757.6,Wind blowing from the west-northwest,25.6,3 m/s (Gentle breeze)
27.6,756.5,Wind blowing from the east-southeast,24.6,2 m/s (Light breeze)
27.6,755.9,Wind blowing from the south,24.6,2 m/s (Light breeze)
28.8,756.7,"Calm, no wind",26.1,0 m/s (Calm)
29.2,757.7,Wind blowing from the east-southeast,25.7,2 m/s (Light breeze)
30.2,756.0,Wind blowing from the south-east,25.7,2 m/s (Light breeze)
31.6,754.6,Wind blowing from the south-east,24.3,3 m/s (Gentle breeze)
34.5,755.8,Wind blowing from the east,24.6,2 m/s (Light breeze)
32.5,757.6,Wind blowing from the south-southeast,24.4,3 m/s (Gentle breeze)
27.4,757.3,Wind blowing from the west-northwest,22.2,2 m/s (Light breeze)
26.8,756.2,Wind blowing from the south,22.3,2 m/s (Light breeze)
28.2,756.5,"Calm, no wind",24.1,0 m/s (Calm)
29.2,757.0,"Calm, no wind",24.0,0 m/s (Calm)
30.2,756.1,Wind blowing from the north-east,23.4,2 m/s (Light breeze)
32.5,754.5,Wind blowing from the east,24.6,2 m/s (Light breeze)
34.1,755.5,Wind blowing from the east-southeast,22.1,3 m/s (Gentle breeze)
32.6,757.6,Wind blowing from the south-east,24.5,3 m/s (Gentle breeze)
27.2,757.0,"Calm, no wind",24.2,0 m/s (Calm)
27.4,756.0,Wind blowing from the south-southeast,24.4,2 m/s (Light breeze)
28.4,756.2,Wind blowing from the north,24.9,2 m/s (Light breeze)
28.8,757.2,Wind blowing from the south-southeast,24.5,2 m/s (Light breeze)
29.2,755.8,Wind blowing from the south-southeast,23.4,3 m/s (Gentle breeze)
31.7,754.4,Wind blowing from the east-northeast,24.7,2 m/s (Light breeze)
34.8,755.2,Wind blowing from the south-east,23.7,3 m/s (Gentle breeze)
31.0,757.4,Wind blowing from the north-northeast,23.9,3 m/s (Gentle breeze)
27.0,757.0,Wind blowing from the west-northwest,22.8,2 m/s (Light breeze)
27.2,755.8,Wind blowing from the west,24.5,2 m/s (Light breeze)
28.6,756.6,Wind blowing from the east,24.4,2 m/s (Light breeze)
28.9,757.1,"Calm, no wind",24.6,0 m/s (Calm)
29.7,755.5,"Calm, no wind",24.4,0 m/s (Calm)
32.2,754.4,Wind blowing from the north,23.3,3 m/s (Gentle breeze)
32.6,755.6,Wind blowing from the north,23.9,3 m/s (Gentle breeze)
32.0,757.3,Wind blowing from the north-west,24.1,3 m/s (Gentle breeze)
26.8,757.3,Wind blowing from the north-northwest,24.1,1 m/s (Light air)
27.1,756.2,Wind blowing from the west-northwest,26.0,2 m/s (Light breeze)
28.7,756.7,Wind blowing from the north,24.9,2 m/s (Light breeze)
29.5,757.6,Wind blowing from the east-northeast,25.5,2 m/s (Light breeze)
30.3,756.4,Wind blowing from the north-east,25.1,2 m/s (Light breeze)
33.1,754.6,Wind blowing from the south-east,22.4,3 m/s (Gentle breeze)
33.8,755.9,Wind blowing from the east-southeast,23.8,3 m/s (Gentle breeze)
32.2,757.9,Wind blowing from the north,24.2,2 m/s (Light breeze)
26.6,757.9,Wind blowing from the south-southeast,24.7,1 m/s (Light air)
26.8,757.0,Wind blowing from the west-southwest,24.1,2 m/s (Light breeze)
26.9,757.3,Wind blowing from the east,23.7,1 m/s (Light air)
28.3,758.4,Wind blowing from the south,24.4,2 m/s (Light breeze)
29.5,757.6,Wind blowing from the north,25.1,2 m/s (Light breeze)
31.4,755.8,Wind blowing from the north,25.0,2 m/s (Light breeze)
34.1,755.5,Wind blowing from the north-east,23.0,3 m/s (Gentle breeze)
32.1,758.0,Wind blowing from the south-east,25.3,3 m/s (Gentle breeze)
27.4,758.3,Wind blowing from the west-northwest,24.5,2 m/s (Light breeze)
27.2,756.6,Wind blowing from the south-southwest,24.8,2 m/s (Light breeze)
28.4,756.7,Wind blowing from the south,25.2,2 m/s (Light breeze)
29.6,757.3,Wind blowing from the south,25.9,2 m/s (Light breeze)
30.6,756.1,Wind blowing from the north-east,23.6,2 m/s (Light breeze)
32.8,755.1,Wind blowing from the south-southeast,24.0,3 m/s (Gentle breeze)
32.2,756.1,Wind blowing from the south-southwest,25.0,3 m/s (Gentle breeze)
32.0,757.8,Wind blowing from the north,25.0,2 m/s (Light breeze)
27.4,757.6,Wind blowing from the west-southwest,24.8,2 m/s (Light breeze)
27.3,756.2,Wind blowing from the south,24.7,1 m/s (Light air)
28.0,756.7,Wind blowing from the south-southeast,24.9,2 m/s (Light breeze)
28.8,757.0,Wind blowing from the west-southwest,25.0,2 m/s (Light breeze)
31.0,756.1,Wind blowing from the south-east,23.6,3 m/s (Gentle breeze)
32.6,755.2,Wind blowing from the south-east,23.8,3 m/s (Gentle breeze)
33.9,755.8,Wind blowing from the east-northeast,22.3,3 m/s (Gentle breeze)
32.0,757.9,Wind blowing from the east-northeast,24.4,2 m/s (Light breeze)
27.8,757.3,Wind blowing from the south-west,25.4,2 m/s (Light breeze)
27.6,756.7,"Calm, no wind",24.6,0 m/s (Calm)
27.6,756.6,"Calm, no wind",24.9,0 m/s (Calm)
29.2,757.3,Wind blowing from the north,25.2,2 m/s (Light breeze)
30.0,756.4,"Calm, no wind",24.7,0 m/s (Calm)
33.0,755.2,Wind blowing from the east-northeast,23.7,2 m/s (Light breeze)
34.0,756.0,Wind blowing from the east-southeast,24.0,3 m/s (Gentle breeze)
31.5,757.7,Wind blowing from the north-east,24.6,2 m/s (Light breeze)
26.5,757.7,Wind blowing from the west-northwest,24.0,2 m/s (Light breeze)
26.4,756.9,Wind blowing from the east-northeast,24.2,1 m/s (Light air)
27.8,757.0,Wind blowing from the north-west,25.4,1 m/s (Light air)
29.0,758.0,Wind blowing from the north-northwest,25.0,2 m/s (Light breeze)
30.4,756.8,Wind blowing from the south-east,24.0,3 m/s (Gentle breeze)
32.8,756.1,Wind blowing from the south-southeast,24.3,3 m/s (Gentle breeze)
33.4,756.6,Wind blowing from the south-west,24.2,3 m/s (Gentle breeze)
32.0,758.8,Wind blowing from the north-northwest,24.6,3 m/s (Gentle breeze)
27.0,758.9,Wind blowing from the north-west,24.0,1 m/s (Light air)
26.8,757.7,Wind blowing from the west-northwest,24.3,2 m/s (Light breeze)
27.4,757.4,Wind blowing from the south,24.1,2 m/s (Light breeze)
28.8,758.6,Wind blowing from the north-east,25.0,2 m/s (Light breeze)
29.6,757.3,Wind blowing from the east,24.7,2 m/s (Light breeze)
32.2,755.8,Wind blowing from the east-northeast,25.0,2 m/s (Light breeze)
33.8,757.0,Wind blowing from the east,22.8,3 m/s (Gentle breeze)
31.8,759.4,Wind blowing from the north-northwest,24.8,3 m/s (Gentle breeze)
26.6,759.0,Wind blowing from the south,24.1,1 m/s (Light air)
26.4,758.1,Wind blowing from the west,24.5,2 m/s (Light breeze)
27.7,758.4,Wind blowing from the north,25.1,1 m/s (Light air)
27.8,759.1,Wind blowing from the north,24.8,2 m/s (Light breeze)
29.6,757.8,Wind blowing from the south,24.3,2 m/s (Light breeze)
33.1,755.8,Wind blowing from the south,25.1,3 m/s (Gentle breeze)
32.6,756.7,Wind blowing from the north-east,23.6,3 m/s (Gentle breeze)
31.0,758.5,Wind blowing from the north-northeast,25.1,2 m/s (Light breeze)
25.6,758.3,Wind blowing from the north-west,24.0,1 m/s (Light air)
24.9,757.5,Wind blowing from the north-west,23.8,1 m/s (Light air)
25.1,758.0,Wind blowing from the west-southwest,24.0,2 m/s (Light breeze)
25.3,759.1,Wind blowing from the south-west,23.8,2 m/s (Light breeze)
24.5,757.5,Wind blowing from the east-southeast,23.5,1 m/s (Light air)
31.9,755.4,Wind blowing from the north,25.5,2 m/s (Light breeze)
34.1,756.1,Wind blowing from the north-east,23.8,3 m/s (Gentle breeze)
31.1,758.1,Wind blowing from the east-northeast,24.3,2 m/s (Light breeze)
26.7,758.1,Wind blowing from the south-southeast,23.8,2 m/s (Light breeze)
26.7,757.4,Wind blowing from the south-southeast,24.0,2 m/s (Light breeze)
27.4,757.6,Wind blowing from the north-northwest,24.5,1 m/s (Light air)
28.4,757.9,Wind blowing from the west,24.3,2 m/s (Light breeze)
30.0,756.9,Wind blowing from the south-southeast,24.5,3 m/s (Gentle breeze)
32.8,755.7,Wind blowing from the south-southeast,24.9,3 m/s (Gentle breeze)
34.9,756.5,Wind blowing from the north-northwest,24.6,3 m/s (Gentle breeze)
30.6,758.5,Wind blowing from the north-west,24.2,3 m/s (Gentle breeze)
26.0,758.4,Wind blowing from the north-northwest,23.8,1 m/s (Light air)
26.0,757.8,Wind blowing from the south-southeast,23.5,1 m/s (Light air)
26.4,757.6,Wind blowing from the west-southwest,23.9,2 m/s (Light breeze)
27.3,758.8,Wind blowing from the south-east,23.4,2 m/s (Light breeze)
28.0,756.9,Wind blowing from the east-northeast,23.9,2 m/s (Light breeze)
30.9,756.2,Wind blowing from the south-southeast,24.7,3 m/s (Gentle breeze)
33.2,757.0,Wind blowing from the north-northwest,24.3,3 m/s (Gentle breeze)
31.0,758.9,Wind blowing from the west-northwest,24.2,3 m/s (Gentle breeze)
26.2,758.2,Wind blowing from the west-northwest,23.7,2 m/s (Light breeze)
26.4,757.0,Wind blowing from the north-west,23.9,1 m/s (Light air)
27.2,757.4,Wind blowing from the south-southwest,24.5,2 m/s (Light breeze)
28.2,758.2,Wind blowing from the south-southeast,25.5,2 m/s (Light breeze)
28.2,757.0,Wind blowing from the south-east,25.0,2 m/s (Light breeze)
29.6,755.5,Wind blowing from the south,23.4,3 m/s (Gentle breeze)
33.0,755.8,Wind blowing from the north-northeast,26.1,3 m/s (Gentle breeze)
31.3,758.1,Wind blowing from the south-east,24.8,3 m/s (Gentle breeze)
26.8,758.6,Wind blowing from the south-southwest,23.8,2 m/s (Light breeze)
26.4,757.2,Wind blowing from the south-southwest,23.5,2 m/s (Light breeze)
27.6,757.4,"Calm, no wind",25.0,0 m/s (Calm)
28.6,758.3,Wind blowing from the south-east,25.1,2 m/s (Light breeze)
29.7,756.8,"Calm, no wind",25.3,0 m/s (Calm)
32.2,755.2,Wind blowing from the north-northeast,25.3,3 m/s (Gentle breeze)
32.7,755.9,Wind blowing from the south,24.9,3 m/s (Gentle breeze)
31.5,758.2,Wind blowing from the south-east,25.5,3 m/s (Gentle breeze)
26.1,758.2,Wind blowing from the south-west,24.7,2 m/s (Light breeze)
25.4,756.7,Wind blowing from the south,24.0,1 m/s (Light air)
25.4,757.4,Wind blowing from the south-east,24.0,1 m/s (Light air)
25.6,758.4,Wind blowing from the south,24.0,1 m/s (Light air)
29.2,756.8,Wind blowing from the south-east,23.6,2 m/s (Light breeze)
33.5,754.6,Wind blowing from the north-northwest,24.8,3 m/s (Gentle breeze)
34.3,755.9,Wind blowing from the north,24.2,3 m/s (Gentle breeze)
31.8,757.9,Wind blowing from the north-west,24.8,3 m/s (Gentle breeze)
27.2,757.9,"Calm, no wind",24.2,0 m/s (Calm)
26.6,756.7,"Calm, no wind",24.1,0 m/s (Calm)
26.8,757.3,Wind blowing from the east,23.5,1 m/s (Light air)
27.4,757.9,Wind blowing from the south,23.6,2 m/s (Light breeze)
29.2,756.9,Wind blowing from the north-northwest,25.4,2 m/s (Light breeze)
31.8,755.3,Wind blowing from the north-northwest,25.7,3 m/s (Gentle breeze)
